company_id,company,valuation,year_founded,date_joined,industry,city,country,continent,funding,investors,years_to_unicorn,latitude,longitude
10344,LaunchDarkly,3000000000,2014-01-01,2021-08-10,Internet software & services,Oakland,United States,North America,330000000,"Uncork Capital, Threshold Ventures, Bloomberg Beta",7,37.8044557,-122.271356
10345,Lucid,3000000000,2010-01-01,2021-06-29,Internet software & services,South Jordan,United States,North America,170000000,"Spectrum Equity, ICONIQ Capital, Grayhawk Capital",11,40.5584882,-111.9367107
10346,Outschool,3000000000,2015-01-01,2021-04-14,Edtech,San Francisco,United States,North America,240000000,"Uniion Square Ventures, Tiger Global Management, Lightspeed Venture Capital",6,37.7879363,-122.4075201
10347,Podium,3000000000,2014-01-01,2020-04-07,Internet software & services,Lehi,United States,North America,419000000,"Accel, Summit Partners, Google Ventures",6,40.3881114,-111.8486019
10348,Remote,3000000000,2016-01-01,2021-07-13,Fintech,San Francisco,United States,North America,496000000,"Index Ventures, Sequoia Capital, General Catalyst",5,37.7879363,-122.4075201
10349,Seismic,3000000000,2010-01-01,2018-12-18,Internet software & services,San Diego,United States,North America,427000000,"Jackson Square Ventures, General Atlantic, Lightspeed Venture Partners",8,32.7174202,-117.162772
10350,Sky Mavis,3000000000,2019-01-01,2021-10-04,Internet software & services,Ho Chi Minh City,Vietnam,Asia,311000000,"Fabric Ventures, 500 Global, Standard Crypto",2,10.7755254,106.7021047
10351,SouChe Holdings,3000000000,2012-01-01,2017-11-01,E-commerce & direct-to-consumer,Hangzhou,China,Asia,1000000000,"Morningside Ventures, Warburg Pincus, CreditEase Fintech Investment Fund",5,30.2489634,120.2052342
10352,TradingView,3000000000,2011-01-01,2021-10-14,Fintech,Westerville,United States,North America,339000000,"Tiger Global Management, Insight Partners, Jump Capital",10,40.126139,-82.9295287
10353,Traveloka,3000000000,2012-01-01,2017-01-01,Travel,Jakarta,Indonesia,Asia,1000000000,"Global Founders Capital, East Ventures, Expedia Inc.",5,-6.1754049,106.827168
10354,wefox,3000000000,2014-01-01,2019-03-05,Fintech,Berlin,Germany,Europe,919000000,"Salesforce Ventures, Seedcamp, OMERS Ventures",5,52.5173885,13.3951309
10355,Wildlife Studios,3000000000,2011-01-01,2019-12-05,Other,Sao Paulo,Brazil,South America,180000000,"Benchmark, Bessemer Venture Partners",8,-23.5506507,-46.6333824
10356,1047 Games,2000000000,2017-01-01,2021-09-14,Internet software & services,Zephyr Cove,United States,North America,127000000,"VGames, Lakestar, Galaxy Interactive",4,39.012318,-119.9205596
10357,Baiwang,2000000000,2015-01-01,2019-03-25,Fintech,Beijing,China,Asia,224000000,"Guozhong Venture Capital Management, Shenzhen Capital Group, Oriental Fortune Capital",4,40.190632,116.412144
10358,Boba,2000000000,2018-01-01,2022-04-05,Fintech,San Francisco,United States,North America,45000000,"DeFi Technologies, Hypersphere Ventures, M13",4,37.7879363,-122.4075201
10359,Bought By Many,2000000000,2012-01-01,2021-06-01,Fintech,London,United Kingdom,Europe,477000000,"Octopus Ventures, Munich Re Ventures, CommerzVentures",9,51.5074456,-0.1277653
10360,Cambridge Mobile Telematics,2000000000,2010-01-01,2018-12-19,Mobile & telecommunications,Cambridge,United States,North America,503000000,SoftBank Group,8,52.2055314,0.1186637
10361,Carzone,2000000000,1995-01-01,2019-03-01,E-commerce & direct-to-consumer,Jiangsu,China,Asia,946000000,"Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital",24,33.0000001,119.9999999
10362,CFGI,2000000000,2000-01-01,2021-09-15,Fintech,Boston,United States,North America,19000000,"The Carlyle Group, CVC Capital Partners",21,42.3588336,-71.0578303
10363,Cgtz,2000000000,2014-01-01,2017-02-21,Fintech,Hangzhou,China,Asia,536000000,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",3,30.2489634,120.2052342
10364,Changingedu,2000000000,2014-01-01,2017-10-30,Edtech,Shanghai,China,Asia,188000000,"Trustbridge Partners, IDG Capital, Sequoia Capital China",3,31.2312707,121.4700152
10365,eDaili,2000000000,2015-01-01,2019-02-01,E-commerce & direct-to-consumer,Shanghai,China,Asia,101000000,"K2VC, Lightspeed China Partners, Sky9 Capital",4,31.2312707,121.4700152
10366,ENOVATE,2000000000,2015-01-01,2019-04-15,Auto & transportation,Shanghai,China,Asia,1000000000,Automobile Industry Guidance Fund,4,31.2312707,121.4700152
10367,Fenbi Education,2000000000,2015-01-01,2021-02-07,Edtech,Beijing,China,Asia,390000000,"Trustbridge Partners, Hony Capital, IDG Capital",6,40.190632,116.412144
10368,Hesai Tech,2000000000,2013-01-01,2020-08-01,Artificial intelligence,Shanghai,China,Asia,717000000,"Lightspeed China Partners, Baidu Ventures, Qiming Venture Partners",7,31.2312707,121.4700152
10369,Il Makiage,2000000000,2018-01-01,2022-01-10,E-commerce & direct-to-consumer,New York,United States,North America,29000000,"L Catterton, Franklin Templeton, First Light Capital Group",4,40.7127281,-74.0060152
10370,Iluvatar CoreX,2000000000,2015-01-01,2021-03-01,Hardware,Shanghai,China,Asia,186000000,"Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital",6,31.2312707,121.4700152
10371,Jusfoun Big Data,2000000000,2010-01-01,2018-07-09,Data management & analytics,Beijing,China,Asia,137000000,"Boxin Capital, DT Capital Partners, IDG Capital",8,40.190632,116.412144
10372,Pagaya,2000000000,2015-01-01,2020-06-17,Fintech,Tel Aviv,Israel,Asia,417000000,"Oak HC/FT Partners, GF Investments, Harvey Golub Family Office",5,32.0852997,34.7818064
10373,PolicyBazaar,2000000000,2008-01-01,2019-05-06,Fintech,Gurgaon,India,Asia,634000000,"Info Edge, Softbank Capital",11,28.4646148,77.0299194
10374,Promasidor Holdings,2000000000,1979-01-01,2016-11-08,Consumer & retail,Bryanston,South Africa,Asia,556000000,"IFC, Ajinomoto",37,50.8577667,-2.1956462
10375,Tubatu.com,2000000000,2008-01-01,2015-03-09,E-commerce & direct-to-consumer,Shenzhen,China,Asia,216000000,"Sequoia Capital China, Matrix Partners China, 58.com",7,22.5445741,114.0545429
10376,Ximalaya FM,2000000000,2012-01-01,2017-09-22,Mobile & telecommunications,Shanghai,China,Asia,71000000,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",5,31.2312707,121.4700152
10377,HEYTEA,2000000000,2012-01-01,2019-07-01,Other,Shenzhen,China,Asia,594000000,"Sequoia Capital China, Tencent Investment, BA Capital",7,22.5445741,114.0545429
10378,BGL Group,2000000000,1992-01-01,2017-11-24,Fintech,Peterborough,United Kingdom,Europe,696000000,CPP Investment Board,25,52.5725769,-0.2427336
10379,Claroty,2000000000,2015-01-01,2021-06-17,Cybersecurity,New York,United States,North America,640000000,"Bessemer Venture Partners, MoreVC, Team8",6,40.7127281,-74.0060152
10380,Improbable,2000000000,2012-01-01,2017-05-11,Other,London,United Kingdom,Europe,754000000,"Andreessen Horowitz, SoftBank Group, Temasek Holdings",5,51.5074456,-0.1277653
10381,InMobi,2000000000,2007-01-01,2014-12-02,Mobile & telecommunications,Bengaluru,India,Asia,221000000,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures",7,12.9767936,77.590082
10382,MindMaze,2000000000,2012-01-01,2016-01-28,Health,Lausanne,Switzerland,Europe,340000000,Hinduja Group,4,46.5218269,6.6327025
10383,Ninja Van,2000000000,2014-01-01,2021-09-27,"Supply chain, logistics, & delivery",Singapore,Singapore,Asia,975000000,"B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution",7,1.357107,103.8194992
10384,Pantheon Systems,2000000000,2010-01-01,2021-07-13,Internet software & services,San Francisco,United States,North America,200000000,"Foundry Group, Scale Venture Partners, SoftBank Group",11,37.7879363,-122.4075201
10385,SellerX,2000000000,2020-01-01,2021-12-09,E-commerce & direct-to-consumer,Berlin,Germany,Europe,766000000,"Cherry Ventures, Felix Capital, 83North",1,52.5173885,13.3951309
10386,AppDirect,2000000000,2009-01-01,2015-10-07,E-commerce & direct-to-consumer,San Francisco,United States,North America,431000000,"Mithril, iNovia Capital, Foundry Group",6,37.7879363,-122.4075201
10387,BrewDog,2000000000,2007-01-01,2017-04-10,Consumer & retail,Aberdeen,United Kingdom,Europe,233000000,"TSG Consumer Partners, Crowdcube",10,57.1482429,-2.0928095
10388,Enflame,2000000000,2018-01-01,2021-01-05,Hardware,Shanghai,China,Asia,472000000,"Tencent Holdings, Delta Capital, Redpoint Ventures China",3,31.2312707,121.4700152
10389,Tradeshift,2000000000,2009-01-01,2018-05-30,Fintech,San Francisco,United States,North America,861000000,"Notion Capital, Scentan Ventures, Kite Ventures",9,37.7879363,-122.4075201
10390,HeartFlow,2000000000,2007-01-01,2017-12-04,Health,Redwood City,United States,North America,568000000,"BlueCross BlueShield Venture Partners, US Venture Partners",10,37.4863239,-122.232523
